text,label
"Wow, Life sounds so horrible!",0
The trip gets plain this week.,2
So frustrating that The movie appears!,0
The project remains pretty frustrating.,2
The city went  super since it’s fine.,1
I gets  frustrating.,0
The movie was pretty miserable lately.,0
"Wow, We gets totally nice!",1
The city was splendid today.,2
Is My phone slightly horrible?,0
Why was The movie totally sufficient?,2
How somewhat brilliant sounds The movie?,1
I think The game looks awesome though that’s true.,1
Is School really hopeless?,0
So cool that The trip appears!,1
She feels beautiful today.,1
Does The experience seems charming?,1
I think That idea appears satisfying  that’s true.,1
What a rotten time This place appears!,0
The party has been lousy this week.,2
Why gets The trip kind of lovely?,1
I think You feels cool though that’s true.,2
Work appears quite impressive  it’s fine.,1
What a sad time They will be!,0
Why looks This place very splendid?,1
Does My friend appears average?,2
I was typical today.,2
How sufficient This place gets!,2
How sufficient The team became!,2
So bleak that The experience sounds!,0
Is Work a bit nice?,1
My phone remains not bad today.,2
They seems fantastic today.,1
The food seems slightly disappointing and it could be worse.,0
Does She appears great?,1
I think The weather has been pathetic  that’s true.,0
That idea gets  nice since it could be worse.,1
Does They appears lousy?,0
How very terrible seems Work?,0
The weather seems totally okay because it’s fine.,0
Work was quite plain.,2
I think My phone sounds nothing special though that’s true.,2
Why gets The experience very amazing?,1
This place gets good this week.,2
So amazing that She seems!,1
What a lame time The book became!,0
The party was really fair lately.,2
How pretty annoying turned out The city?,1
How kind of unpleasant went My phone?,0
School feels sad today.,0
The day was standard today.,1
I think School remains moderate and that’s true.,2
The city went quite pleasant lately.,1
Is The food somewhat moderate?,2
Does This place remains dull?,0
Why turned out She  awful?,0
I think He was normal while that’s true.,2
Why turned out The movie very okay?,0
Is I somewhat so-so?,2
Does I remains beautiful?,1
We remains horrible since I don’t mind.,0
The team has been so beautiful.,1
So wonderful that She will be!,0
She sounds average today.,2
The movie remains excellent this week.,1
They seems average today.,2
The party remains pleasant this week.,1
School appears kind of sufficient.,2
How decent The city is!,2
The party sounds  enjoyable since it’s fine.,1
We appears rotten because I don’t mind.,0
Is The weather kind of dull?,2
How standard She appears!,2
So so-so that She appears!,0
We was totally lovely.,2
What a fair time The weather remains!,2
Why turned out She pretty poor?,0
So hopeless that The weather will be!,1
You seems moderate today.,2
What a excellent time The movie gets!,1
The project gets totally miserable.,1
So depressing that The experience appears!,0
I think That idea appears passable since that’s true.,2
This place gets dull while I don’t mind.,0
The team went somewhat not bad lately.,2
Is The weather slightly delightful?,1
What a charming time The trip sounds!,2
The party seems really usual.,2
Why feels The team really normal?,1
The party became  perfect.,1
I think He will be fair and that’s true.,2
So annoying that The experience is!,0
What a passable time We will be!,2
Is The weather kind of great?,1
The city was  lame since it’s fine.,0
Is Work very great?,1
School sounds unpleasant today.,0
I think We went dull because that’s true.,0
Why was We  typical?,2
How pretty disappointing feels That idea?,0
I looks amazing today.,1
I think The weather seems fine  that’s true.,2
"Wow, The team looks  typical!",1
He remains neutral today.,2
Does My phone was incredible?,2
Does The team went sad?,1
The project gets annoying this week.,0
Does The team feels beautiful?,1
The city gets awesome today.,1
How pretty middling turned out He?,2
Work became slightly plain lately.,2
So charming that They was!,1
Life feels totally delightful.,1
Does The party became sufficient?,2
Does The movie looks satisfying?,1
Why sounds That idea a bit irritating?,2
"Wow, I has been kind of dreadful!",0
The trip feels okay this week.,1
Why appears The food totally wonderful?,1
The food looks a bit pathetic yet it could be worse.,0
So bad that This place appears!,0
The trip sounds somewhat beautiful while it’s fine.,1
Is He  unremarkable?,2
I think The team gets super  that’s true.,1
Why is The party pretty fair?,0
They has been standard today.,2
The party has been irritating this week.,0
The city went totally enjoyable.,1
She seems quite not bad lately.,2
The experience seems  dull yet it could be worse.,0
What a normal time Work was!,2
We feels so-so today.,2
My friend remains  usual and it could be worse.,2
What a not great time He remains!,2
Life has been quite sad since it’s fine.,0
Is The food slightly beautiful?,1
The food seems totally miserable lately.,0
They seems really usual since it’s fine.,2
"Wow, You turned out slightly sad!",0
Does Life seems perfect?,1
The trip became a bit typical.,2
Is Life so amazing?,1
The movie went kind of lovely.,1
I think The day will be middling while that’s true.,0
How brilliant The experience looks!,1
The book feels lame today.,0
Why feels This place very boring?,0
I think Work seems pleasant because that’s true.,1
So passable that The party was!,2
The trip appears so sad  it’s fine.,0
Why became Work kind of beautiful?,1
So not bad that He will be!,1
Life has been very nothing special lately.,2
Does The weather gets alright?,2
Does My phone turned out boring?,0
Does He went moderate?,2
The book sounds quite fine and it’s fine.,2
She appears kind of boring yet it’s fine.,0
He will be exciting today.,1
The project remains totally rotten lately.,0
He will be normal today.,2
She feels somewhat super.,1
Work has been awesome today.,1
Is This place  depressing?,0
We gets awesome today.,2
What a terrible time The day became!,0
He turned out splendid this week.,1
Does The day became standard?,2
Does We will be delightful?,1
Is The book  charming?,1
How poor Life became!,0
Does The project became fabulous?,1
That idea turned out  horrible.,0
How somewhat fabulous gets She?,1
How a bit fabulous became The party?,1
Life looks dreadful and I don’t mind.,0
How a bit satisfying was We?,2
My phone sounds nice this week.,1
I think She will be sad and that’s true.,1
So nothing special that She is!,2
The game feels totally not bad but it could be worse.,2
The city has been a bit decent lately.,1
Does The game sounds dreadful?,0
Does That idea has been frustrating?,2
Does The party gets okay?,2
I think The trip appears so-so though that’s true.,2
I think They turned out impressive and that’s true.,2
The experience will be disappointing this week.,0
Why became The trip  unremarkable?,2
Does The movie will be fantastic?,1
How quite bleak seems My phone?,0
We feels slightly cool.,1
How unpleasant We will be!,0
I think The team gets irritating but that’s true.,0
What a poor time She has been!,0
My friend looks plain because I don’t mind.,1
This place appears so fine.,2
Work remains satisfying and I don’t mind.,1
Work went adequate this week.,0
Why feels The party somewhat bleak?,0
The city was boring  I don’t mind.,2
"Wow, They is quite charming!",1
They appears awful  I don’t mind.,0
Why sounds The weather a bit disappointing?,0
He seems irritating this week.,0
My phone appears  splendid and it could be worse.,1
Is That idea really sufficient?,1
The project will be very hopeless lately.,0
The book appears fantastic this week.,1
"Wow, She feels somewhat not great!",2
"Wow, I appears kind of brilliant!",1
How really cool sounds That idea?,1
You was very okay while it could be worse.,2
"Wow, Life gets kind of not great!",2
Does The movie seems annoying?,0
How exciting The project turned out!,1
That idea looks somewhat terrible  it’s fine.,1
My phone will be very frustrating but it could be worse.,0
How kind of fabulous was You?,1
So middling that The trip sounds!,2
The day will be pretty pleasant since it could be worse.,1
School looks plain and I don’t mind.,2
You has been average this week.,2
Is You really alright?,2
How tolerable School went!,2
The experience turned out totally lame yet it’s fine.,0
Why became The food so tolerable?,2
Why turned out My friend quite tolerable?,2
How splendid My phone feels!,1
So depressing that He is!,1
That idea feels neutral today.,2
School appears somewhat passable since it’s fine.,2
"Wow, The party is quite disastrous!",0
The party has been slightly dull lately.,0
The food feels quite sufficient lately.,2
He sounds impressive yet I don’t mind.,1
My friend was a bit horrible because it could be worse.,0
Why will be The day really awesome?,1
Does School will be enjoyable?,1
